,title,star_count,review_count,attributes,summary,address,hours,menu,phone,website,pictures,city,state
1777,Black Cat,4.8,294 Google reviews,"['$$$', 'Bistro']","Elegant bistro with inventive New American dishes, sourced from local farms, including the chef’s.","1964 13th St, Boulder, CO 80302","{'Saturday': '5:30–9:30PM', 'Sunday': '5:30–9:30PM', 'Monday': '5:30–9:30PM', 'Tuesday': '5:30–9:30PM', 'Wednesday': '5:30–9:30PM', 'Thursday': '5:30–9:30PM', 'Friday': '5:30–9:30PM'}",,(303) 444-5500,http://www.blackcatboulder.com/,"['https://lh5.googleusercontent.com/p/AF1QipMYfpOTWfk5MFzYHXkFucnPduaA6BIab0aXdmnf=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPtZby1ScU3It-k8mUpkG1_77_PQlhSM1nlaoMu=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMZ6Si5oZ8BWzWMsuQbnK8dTcs3oKsAaX2WHKHd=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMoiHa1rS-F1b4-j9az_oyS656enVmOabSnZkO6=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNLbcRz4MKJX7ZzWlrkcBHwb1GOu8Q0wCDJggsC=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPbC4AazgJF7xxqmmhDwzoq7ePJIuOg305Y9KPQ=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOQsalQX9s9I5ue7cMiKFq47ZsZcPHPjIFeFM-X=s774-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO02LOscS9wF4JlPR-lt9F2aKbxU-kes84JQEby=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPLHdCmtf2YW_SaSetVfM8Fus5SPJxLuH4YPkGt=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPna3bAbJ1Yvsn0LVcgoE9zxh24ZXdmEN6BwE_J=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMpA2R68okpV0sfgHUQKiOHrFdniFFY_RkXSDL5=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNH83yiDWhSmAU2MCM8X-CCYZwY9TaxQwbxmOj0=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMUKryVyKocPg5WzF_dEzVVPiI38lSKQQMKUHB5=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOWQre9-bTPgdlE1FY9uT6JmLF7L8M9EYllqirm=s774-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPE8nNVW53iDCS_99gz8DXskakMPswjBDuzNZ4J=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMPTSNvjTEZHc24wtWo_R457IyZ7L7ywTjl9xD4=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMQjCJXSg9_VFZoohtZ2P0fdpi_kLoyFKR4_AJE=s773-k-no']",Boulder,Colorado
1778,Next Door American Eatery,4.3,583 Google reviews,"['$$', 'Restaurant']","Adjacent to its namesake flagship, a casual hot spot for farm-to-table comfort food & craft beer.","1035 Pearl St, Boulder, CO 80302","{'Saturday': '11:30AM–7:30PM', 'Sunday': '11:30AM–7:30PM', 'Monday': '11:30AM–7:30PM', 'Tuesday': '11:30AM–7:30PM', 'Wednesday': '11:30AM–7:30PM', 'Thursday': '11:30AM–7:30PM', 'Friday': '11:30AM–7:30PM'}",https://www.nextdooreatery.com/location/boulder/#menu-2,(720) 542-8159,https://www.nextdooreatery.com/location/boulder/,"['https://lh5.googleusercontent.com/p/AF1QipOQwCGpnZHz1s0ws9lNM9d8h6iNWz7tQ7hjDSvv=s1088-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPTXni4BtzZRiEyGk0KZnp5IipdLCdoSjlDL-r1=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOFEBkokj5MsL6AtQcMVKw9DqbKIvo4-QeTj297=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPNvewb656Ctwa7DEElGWGglMkPwifUIlAESY8K=s480-k-no']",Boulder,Colorado
1779,Chautauqua Dining Hall,4.4,470 Google reviews,"['$$', 'Fine dining restaurant']","1898 tradition known for Flatiron views from the wraparound porch, plus classic American cooking.","900 Baseline Rd, Boulder, CO 80302","{'Saturday': '8AM–9PM', 'Sunday': '8AM–9PM', 'Monday': '8AM–9PM', 'Tuesday': '8AM–9PM', 'Wednesday': '8AM–9PM', 'Thursday': '8AM–9PM', 'Friday': '8AM–9PM'}",,(303) 440-3776,https://www.chautauqua.com/dining-hall/overview/,"['https://lh5.googleusercontent.com/p/AF1QipMEc3yS36eZSMZDaa6BXT8b8SYEyTrsJPXVPuNF=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPZ5tDwR6pqJSYH297ranGuvRNZFED35Xm9x8p_=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPGSco9M0LizBywrsPlb-63apSQMu2go729hACb=s868-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNTvhB-BXpmyYS3XVLNppjX-f2A-WAxRtflb6Ib=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMg_qFwtQLfFjv2yDLFBnuTvEa3Af4FDnnXDoFY=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO9TKLs7txUXTfn_rjojLKEdIY2MUqq5IXt93u2=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNg5eDi0g34qkOgqBHhkAojXH5NFttSWSaJS42v=s1055-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO2bxybgo-k-sEDDUU6YIZ3giPjVdiFRJ6lM7NG=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP0-0hgvFKGhVub3P8o9VMEDiEpe_Dn3_nMfIia=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMvBYTA-T3XUR0wQBBw8rgWEauvtqbJDTqFFU6l=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNUC9MraoqZunfDVA0mLIcyI0bOwN8szxqRy9z3=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO8_oPjZpYzs3SnYKek6GJVsP4NdC-06GbgdqUV=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN0vRp72oWR-lXRsyWpdz1QzDs6daD4Xrrr5E0=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNQKmDwZFCVsZfGdOxGpXE0e3yEUxW7Hu-iBCRu=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOJgfnKIzfFaAce2e_GgUrYwYolr7CU_YltgVi7=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNLA9_2K1mqsgLahGFF7DdX_L7dzHEWqbj-GP5j=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPHCt7fWfcoKmcdHOdFNsooGQrj2xoaRMqYfL6P=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNU2yPw1SXI0m6m31VtsgztDsbWYL5gZQWtd9eM=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOI7Ppx0c2KfC8Wcf0KhktXuBRWNu_btQnUdA4h=s1354-k-no']",Boulder,Colorado
1780,T/aco,4.4,"1,149 Google reviews","['$$', 'Mexican restaurant']",Creative tacos & tequila-spiked cocktails are dispensed in a hip setting with Old West wall art.,"1175 Walnut St, Boulder, CO 80302","{'Saturday': '11AM–8PM', 'Sunday': '11AM–8PM', 'Monday': '11AM–8PM', 'Tuesday': '11AM–8PM', 'Wednesday': '11AM–8PM', 'Thursday': '11AM–8PM', 'Friday': '11AM–8PM'}",,(303) 443-9468,http://tacocolorado.com/,"['https://lh5.googleusercontent.com/p/AF1QipMaFENbfrJRwQeLGJOppaugEtFGglEOqhPVtpLR=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNzYPAil7JuQ1mLWZsw7ZBiwrJENJX1pB5RDf2v=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPD_NPeHqwQEmskNbLPAUaeHTmvNDH2CUmwPXWt=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPBBtoGm7Qt2AyEj2SXWRqcZ37nUkDlmdUQF8uV=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNioPONiVqZoJJIwx4t5qcNvXV2c5mUSeBXwRFh=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMneNGYVMwGly1VRLbWyL0d4HTz3faXh06ueqqU=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPQz_qasnVOfNYEQ6JQZf4WkunM3Q_AEogcZRVz=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOBYJJyP1LPyK68NU5P0IvxKhdy-a3zBCYrBmGf=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPGKl1XRt4EKq-c345t-J0_8oVu75PHeo1q0h_P=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN-LKEtvVSwpoTHKiiXSp3LrOcDqEHe4AMUyoQ1=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMJNqv4QxJkBBp1ADaQBIL1-xwD61AlcEoxiO9k=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNes2tLZcWY-fD3zY1izUB3SdLrfcCD9xx7ZpnK=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMZjwm-YJLR2ROiVchDaMQp2g7LZPdPj3Lr_srq=s845-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPLd_kd7I624F6SRprwUAfBC3s1rriOqPr81CPg=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOpeVOjc0fDdqsFJnTDdf4Dp1HHMpNkdk-pWAEh=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPq82BkY43RhticAKY6tgpfQtY5tP3-SqA8CACC=s773-k-no']",Boulder,Colorado
1781,The Roadhouse Boulder Depot,4.2,875 Google reviews,"['$$', 'New American restaurant']","A New American hangout for lunch & dinner with swanky, colorful, rustic meets industrial decor.","2366 Junction Pl, Boulder, CO 80301","{'Saturday': '9AM–11PM', 'Sunday': '9AM–10PM', 'Monday': '11AM–10PM', 'Tuesday': '11AM–10PM', 'Wednesday': '11AM–10PM', 'Thursday': '11AM–10PM', 'Friday': '11AM–11PM'}",http://roadhouseboulderdepot.com/kids-menu/,(303) 443-2167,http://www.roadhouseboulderdepot.com/,"['https://lh5.googleusercontent.com/p/AF1QipP-3hACAbZi_LwyzuYj6R-L6vqrj4zlXrajojDI=s800-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPN0xbd-pmsZ7mTPs9ypTKbEUGIvhAGaO0QCOw3=s1032-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN4XMQV_XPqb2Gi5dO8JeXYxHu6RiHXugZkSywE=s800-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOIf3oPQAncYEIF6l8i2tuuBLx49vYV_c_AvqAE=s818-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPuu1dR0Jooreb0FggQ2Tk0J5tMgoSlhmTITl9C=s800-k-no', 'https://lh5.googleusercontent.com/p/AF1QipODAdPbX7TCLiipzrph5_r7L6gFA5dt_c_kuNM4=s800-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNDnwydhBKYvFY1ZqWcS_N5cd7zRyDh9_VlS3El=s800-k-no']",Boulder,Colorado
1782,Cilantro Mexican Restaurant,4.8,137 Google reviews,['Mexican restaurant'],,"3980 Broadway #104, Boulder, CO 80304","{'Saturday': '11AM–9PM', 'Sunday': '9AM–4PM', 'Monday': '11AM–9PM', 'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM', 'Friday': '11AM–9PM'}",,(303) 993-7160,https://cilantro-mexican-restaurant.business.site/,"['https://lh5.googleusercontent.com/p/AF1QipOgYp6vs4H0xF5faJ1dkHucmWs23wsO01HVQW-H=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNAaUulHFW82jzHLphM1EZ-1HDkDjyCF-pmqSC5=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNWBqIdYReDvHbX2Eax3fJS7r3EXIZurX8amn9s=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNw1J7rmEearXi384knqiGdAM8zUNhA8m7mPwyM=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN_QtPWaTIoVYIaj_Ji9IKfYG8gUc100Pzsg7dr=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPQR-V0EZPeOG7imUnq81lE76mIVT_Go-8Cm8g=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPy3Zgadpxye6gRE2cvj_0_BFWMyo9LLrkVjes=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOw1-juNyuCxneWvVhpS9iXzH8Bs8iY_9oWJ0_q=s773-k-no']",Boulder,Colorado
1783,Aloy Thai Cuisine,4.2,750 Google reviews,"['$$', 'Asian restaurant']",Homestyle Thai cooking with health-conscious dishes in modern setting. Delivery available.,"2720 Canyon Blvd, Boulder, CO 80302","{'Saturday': '12–9PM', 'Sunday': '12–9PM', 'Monday': '12–9PM', 'Tuesday': '12–9PM', 'Wednesday': '12–9PM', 'Thursday': '12–9PM', 'Friday': '12–9PM'}",http://www.aloythai.com/lunch-menu/,(303) 440-2903,http://www.aloythai.com/,"['https://lh5.googleusercontent.com/p/AF1QipNMXEmok5o-Y2cc4hoYewAFN80zRCOwDsehbSKm=s893-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP7QoLZS1rml2D4I9AHv_DIUWbaeWTyHzU91Ixh=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNESOzVo9iYPGaZgWCAeuFSJyyC86Bz5pkxKkTr=s766-k-no']",Boulder,Colorado
1784,Japango,4.4,718 Google reviews,"['$$', 'Sushi restaurant']","Lively, modern space for Japanese tapas, sushi & sashimi, with happy hours & all-you-can-eat nights.","1136 Pearl St, Boulder, CO 80302","{'Saturday': '11AM–12AM', 'Sunday': '11AM–10PM', 'Monday': '11AM–10PM', 'Tuesday': '11AM–10PM', 'Wednesday': '11AM–10PM', 'Thursday': '11AM–10PM', 'Friday': '11AM–12AM'}",https://boulderjapango.com/menus/?utm_source=GMBlisting&utm_medium=organic,(303) 938-0330,https://boulderjapango.com/?utm_source=GMBlisting&utm_medium=organic,"['https://lh5.googleusercontent.com/p/AF1QipOW1GxhTWZzjcsSLVhlsvwAdrgDAYQHKvC8nJJF=s960-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP2GwZqc0ZAE_c-A3Vi_OXhFNhtb7VEhBG80AbZ=s593-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMkUBNaWU-786Anor6lsd5hGlNby7MYv9jijYlj=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNxeWr3nmB8Vo9_AEYWqvrBO3Qt-Ap0w3Q1nkcg=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN5Sp-qJSbDs3nfzDkk1y0dmVZHX2ipAuPpnoFo=s981-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOMO05rF0BTaXwwadHuss2e0JuecEZ7W3MV8Frk=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO9M0pPyTgQJql5oHU-0ZJgCmapKvZvCdEnN5X6=s870-k-no']",Boulder,Colorado
1785,Efrain's of Boulder Mexican Restaurant,4.5,"1,048 Google reviews","['$', 'Mexican restaurant']",Hole-in-the-wall outfit for the cuisine of Northern Chihuahua with potent chili verde & margaritas.,"1630 63rd St # 10, Boulder, CO 80301","{'Saturday': '11AM–7PM', 'Sunday': 'Closed', 'Monday': '11AM–7PM', 'Tuesday': '11AM–7PM', 'Wednesday': '11AM–7PM', 'Thursday': '11AM–7PM', 'Friday': '11AM–7PM'}",http://www.letseat.at/system/media_uploads/1440/efrains-boulder-2020-take-out.pdf,(303) 440-4045,http://www.efrainsrestaurant.com/,"['https://lh5.googleusercontent.com/p/AF1QipOUKEcAIIO95dUDJa28QyhhPVcUPKblF4xqbxvU=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMrEV1s6ai8r_3fLOBj1uRfvddZmc1gwMAGCEx8=s1193-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPVCOhEvXrtUGqR1wa15k_3BqyPluhTpDvgHwAE=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM6tOWJ5GI6_DpiFqmgKLHXjeA_k6c8WRK7nNVj=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP6c-mbiuparHTClAAurbXDfX-kVdpvYeDLQ_qz=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM-p9Si8EXvqQAmpJcgkxn1XRxNospWNeMoVQPV=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPLtnrZOGita0GZCZnU48E48D1V0MAHnsHbsjvJ=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPNkYs6X_IJEpJTQ1O8cM9rOtDMXb7D50qYkCyz=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOw1fclkfPjBmC2cm8BS-zvwM7g4r6suDu4uwcV=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO6ZuckqT-GXn5_OET-ACpCaycX1l6TVIHDGyNi=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOTH6tYAGvh5HsKqn6tJWo3xS_H1uxPb8jxyO65=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPIS4b6wdEWQAlwyaz2YYm91OKnpaNVvfOp6iBE=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOX2cJYkgcLss-RQJ8YsCFE2bRXUr3JAkMaTJuA=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMXvHsShz-_iaJOVG4NBteqV5_qLywJyDVx3MD3=s911-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOmKvn_Cu9BBBAWVIDA9jl488QUSi_RoPxBKt1M=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPFumxFsM0CJnqsYaOJ6YB2_EW47Nr-05B5v6ND=s1016-k-no']",Boulder,Colorado
1786,Motherlode Cafe & Tavern,4.2,573 Google reviews,"['$$', 'American restaurant']","Contemporary hangout with creative, thoughtfully sourced American fare & a rooftop bar with games.","6315 Lookout Rd, Boulder, CO 80301",,http://motherlodecafe.com/,(303) 530-5400,http://motherlodecafe.com/,"['https://lh5.googleusercontent.com/p/AF1QipOPEUMOM55Autx0bpwLBdMla2Xf7A_dpwJE_PwZ=s1108-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOTQttxKnVg_hN4aZmXzDupiW64JDKF_JUazPZv=s1030-k-no']",Boulder,Colorado
1787,bartaco,4.5,750 Google reviews,"['$$', 'Taco restaurant']",,"1048 Pearl St Suite 101, Boulder, CO 80302","{'Saturday': '11AM–10PM', 'Sunday': '11AM–10PM', 'Monday': '11AM–10PM', 'Tuesday': '11AM–10PM', 'Wednesday': '11AM–10PM', 'Thursday': '11AM–10PM', 'Friday': '11AM–10PM'}",https://bartaco.com/location/boulder/?utm_source=yext&utm_medium=localsearch&utm_campaign=landing-page&utm_content=boulder,(719) 249-8226,https://bartaco.com/location/boulder/?utm_source=yext&utm_medium=localsearch&utm_campaign=landing-page&utm_content=boulder,"['https://lh5.googleusercontent.com/p/AF1QipOTFbHpgTPltcT1DAkASbBAI1pFEsOwjW23cOHq=s678-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMg4xsK7U48L1YEQH8lcCy3cPTHDhB4CRY7u9Qg=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPpKQviet9ztGMhN1E6iH4xLm3jP8whgOzpC94s=s1354-k-no']",Boulder,Colorado
1788,Mateo,4.3,266 Google reviews,"['$$$', 'French restaurant']","Trendy, urban locale for French dishes emphasizing local ingredients paired with wine finds.","1837 Pearl St, Boulder, CO 80302","{'Saturday': '9AM–2PM, 5–10PM', 'Sunday': '9AM–2PM', 'Monday': '11:30AM–10PM', 'Tuesday': '11:30AM–10PM', 'Wednesday': '11:30AM–10PM', 'Thursday': '11:30AM–10PM', 'Friday': '11:30AM–10PM'}",http://places.singleplatform.com/mateo/menu?ref=google,(303) 443-7766,http://www.mateorestaurant.com/,[],Boulder,Colorado
1789,Flower Child,4.5,275 Google reviews,"['$$', 'Health food restaurant']",,"2580 Arapahoe Ave #110, Boulder, CO 80302","{'Saturday': '11AM–8PM', 'Sunday': '11AM–8PM', 'Monday': '11AM–8PM', 'Tuesday': '11AM–8PM', 'Wednesday': '11AM–8PM', 'Thursday': '11AM–8PM', 'Friday': '11AM–8PM'}",http://places.singleplatform.com/flower-child-15/menu?menu_id=2964354,(303) 386-8090,https://www.iamaflowerchild.com/locations/boulder-co/,"['https://lh5.googleusercontent.com/p/AF1QipM7VE3E8Q-LL96ZXkKdV4BZcR1sPurJHzYl_l03=s872-k-no', 'https://lh5.googleusercontent.com/p/AF1QipObT7LqvFHV27F29rCnfkwh2bbqBUROBeoAKkac=s832-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPIWQxKWzw4NxVLJdOvs6qVAx_A9txOjh0jgTR5=s1354-k-no']",Boulder,Colorado
1790,The North End at 4580,4.5,158 Google reviews,"['$$', 'American restaurant']","Sophisticated hideaway with a patio & eclectic, market-driven, globally influenced menu.","4580 Broadway, Boulder, CO 80304","{'Saturday': '4–8:30PM', 'Sunday': 'Closed', 'Monday': 'Closed', 'Tuesday': '4–8:30PM', 'Wednesday': '4–8:30PM', 'Thursday': '4–8:30PM', 'Friday': '4–8:30PM'}",http://www.northendboulder.com/Menu.aspx,(303) 448-1500,http://www.northendboulder.com/,"['https://lh5.googleusercontent.com/p/AF1QipOqZE7WF9yoDPQ0MYdCuGCJX2YsHd9E4gLcCcso=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNQtz_01otZemqmSTSknly1DvZ80CV4k14cBvxp=s648-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM4mDeXwB40SpfQqEnOjPKHpOn7b4Q6Zoaw9YDP=s648-k-no']",Boulder,Colorado
1791,Dagabi Cucina,4.6,206 Google reviews,"['$$', 'Spanish restaurant']","Stylish Spanish hideaway serving tapas, pasta dishes & wood-fired pizzas plus wine.","3970 Broadway #101, Boulder, CO 80304","{'Saturday': '4:30–8PM', 'Sunday': '4:30–8PM', 'Monday': '4:30–8PM', 'Tuesday': '4:30–8:30PM', 'Wednesday': '4:30–8PM', 'Thursday': '4:30–8PM', 'Friday': '4:30–8PM'}",http://www.dagabicucina.com/,(303) 786-9004,http://www.dagabicucina.com/,"['https://lh5.googleusercontent.com/p/AF1QipMIFPEyYBFpIU_t5Q-6PSIL8ozhIXbklTbmGKQu=s591-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO36P_HR2SLLkuizDN4j7xtgzfpYmr3NcJQsCC9=s917-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPIeE8LaQVlR3Zk7_iuVpr4P6W1Mcfb_AAU8gsc=s600-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM1-EgWDlYmnDQXGSnkwhVF6sjh02liWKbogU_Q=s600-k-no']",Boulder,Colorado
1792,Le French Cafe,4.7,244 Google reviews,['Restaurant'],Casual French cafe & restaurant offering breakfast & lunch such as baguettes & pastries plus coffee.,"2525 Arapahoe Ave C-1, Boulder, CO 80302","{'Saturday': '9AM–3:30PM', 'Sunday': '9AM–3:30PM', 'Monday': 'Closed', 'Tuesday': '9AM–3:30PM', 'Wednesday': '9AM–3:30PM', 'Thursday': '9AM–3:30PM', 'Friday': '9AM–3:30PM'}",https://www.lefrenchcafeboulder.com/menu.pdf,(303) 284-2265,https://www.lefrenchcafeboulder.com/,"['https://lh5.googleusercontent.com/p/AF1QipMIA6XfEFrE87AfbwbFOuP_EHkEalYkkmKRHF5h=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNa58CsDaZlWfCxbkvVo4gtUGWWTQH6C_t5i9_Q=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNZQO6wL15ZxG1Jk-T5-BSU0xz3dcfXyakWN1mq=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOZIrA3YqNYqb59Bj-2kGon_k_dI_lwSzPes-J4=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMFU1yU4fzcc4Hc1MgDLuIOTClvdC_H6ER_TIYt=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNAOF6mhuQpTvAmXQ7QIazBZQNADQISPabh7DQV=s1354-k-no']",Boulder,Colorado
1793,Centro Mexican Kitchen,4.1,812 Google reviews,"['$$', 'Mexican restaurant']","Imaginative Latin fare in a lively spot with a covered patio, a smart happy hour & breakfast to go.","950 Pearl St, Boulder, CO 80302","{'Saturday': 'Closed', 'Sunday': 'Closed', 'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': 'Closed', 'Friday': 'Closed'}",http://www.centromexican.com/menus/,(303) 442-7771,http://www.centromexican.com/,"['https://lh5.googleusercontent.com/p/AF1QipMcGdaAE9ex-6k00Wk-G1eqg88_5nnA1L5FSWJe=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMUyOS7R830OkSN1exWMwC5oGBRojI5PBsHnva0=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNyninW-nJ6EHPlTFdNYdRwpZbJztKLwNDihHOO=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNgyLTPjS4e7idre09ZV_KhIX9YODouE0K_om4t=s872-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMpfnzXOjiHfCoS4gZZ2EgAcXlVD8FTdkleqX1K=s870-k-no']",Boulder,Colorado
1794,South Side Walnut Cafe,4.5,693 Google reviews,"['$$', 'Restaurant']","Bright, free-wheeling 1983 chain for hearty daytime fare plus pie & birthday cake at this branch.","673 S Broadway St, Boulder, CO 80305",,https://www.walnutcafe.com/location/south-boulder-south-side/#menus/,(720) 304-8118,http://www.walnutcafe.com/,"['https://lh5.googleusercontent.com/p/AF1QipPIAjqtl5-KtNqXtCugwjj-89LEZQrRwtTrPKk8=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOMUjQxsPsMJ83CH4DiOXx4Hje9Ulay9neKiV-P=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOFGq64QewI9_d51ZiicYF1ECxSDdJiXlowFrzV=s1016-k-no']",Boulder,Colorado
